Date,lecture,id,country,country_lecture,IFrage1,IFrage2,IFrage3,IFrage4,lotterie1,lotterie2,lotterie3,lotterie4,lotterie5,lotterie6,lotterie7,lotterie8,lotterie9,lotterie10,II1,II2,II3,II4,II5,II6,II7,II8,II9,II10,II11,II12a,II12b,II13,II14,II15,II16,II17,II18,II19,age,gender,studienfach,category.major,nationalitt,category.nat,kultur,andere_kultur,category.culture,cl.culture,Africa,Anglo,Germanic,L.America,L.Europe,E.Europe,Asia,M.East,theta9,theta10,theta,logtheta,riskless_i,risk_d,implicit_i_1year,implicit_i_10year,beta,delta,native.dummy,Econ.dummy,East.West,North.South,GDPcapita,logGDPcapita,inflation.07,real.growthrate.07,Loggrowthrate,Lehman_dummy,GINI_Index,RRP_gains,RRP_loss,strictly_admissible,strictly_nonadmissible,strictly_admissible_dummy,weakly_admissible,weakly_nonadmissible,weakly_admissible_dummy
NA,Peking,CN11,China,China         _Peking,0,400,6000,0,20,6,10,400,2,20,20,24,62.4,200,2,3,2,3,3,3,2,2,2,3,3,3,4,2,2,2,3,2,2,4,22,1,Statistics,Eco,China-Anhui,China,China,,China,Asia,0,0,0,0,0,0,1,0,2.496,2,2.248,0.351796306897024,0.351066751601771,1.96062351860688,3,0.505965854614923,0.337766688,0.74015588,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.869851444851445,-0.591666666666667,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN110,China,China         _Wuhan,0,120,1000,0,20,100,100,0,0,400,160,200,74.88,400,1,2,2,3,2,3,2,3,3,3,2,1,4,1,1,2,4,2,2,1,20,1,automation,Science,China-Jiangsu,China,,,"NA",other,0,0,0,0,0,0,0,0,2.9951999999999996,4,3.4976,0.543770140269609,0.265648750995773,-0.0518696446736285,0.2,0.258925411794167,1.054707292,0.790108629,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.222629222629223,2.33333333333333,NA,1,0,NA,1,0
2008-03-20,Wuhan,CN111,China,China         _Wuhan,0,400,6000,0,40,40,40,200,10,40,20,50,24.96,200,3,3,1,2,1,1,3,3,4,4,3,3,4,2,2,5,3,4,5,4,21,0,automation,Science,Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,0.9984000000000001,2,1.4992,0.175859573543703,0.351066751601771,1.96062351860688,3,0.505965854614923,0.337766688,0.74015588,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.541554741554742,-0.375,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN112,China,China         _Wuhan,0,2000,200000,0,80,20,60,2000,2,60,20,24,8.32,400,4,3,4,4,2,2,1,2,3,4,3,3,4,3,2,3,4,2,3,3,20,0,automation,Science,Wuhan,China,,,"NA",other,0,0,0,0,0,0,0,0,0.3328,4,2.1664,0.33573864700505,0.668100537200059,10.9896850063788,19,1.13846919998238,0.083405027,0.59948425,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.556257631257631,-0.591666666666667,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN113,China,China         _Wuhan,1,100,2000,0,100,60,80,4000,20,200,40,60,41.6,200,2,1,2,3,1,4,3,3,2,3,4,3,2,2,2,1,4,1,4,4,21,0,automation,Science,Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,1.6640000000000001,2,1.832,0.262925469331832,0.394950793962421,-0.283128835563114,0,0.349282847673563,1.394950794,0.716871164,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,-0.0812983312983313,-0.0833333333333333,NA,1,0,1,NA,1
2008-03-20,Wuhan,CN114,China,China         _Wuhan,1,600,10000,0,10,4,10,100,2,10,10,10,208,1000,2,3,3,3,2,2,2,2,2,2,4,4,4,2,4,3,4,2,2,3,21,1,automation,Science,China-Hebei,China,,,"NA",other,0,0,0,0,0,0,0,0,8.32,10,9.16,0.961895473667851,0.366976259529868,3.38924959974325,5,0.584893192461113,0.227829377,0.7315416,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.908999796499796,-0.8125,NA,1,0,1,NA,1
2008-03-20,Wuhan,CN117,China,China         _Wuhan,1,400,1000,1,80,40,80,5000,8,200,48,60,20.8,140,1,2,4,1,3,4,1,1,5,1,3,1,3,3,4,2,5,4,4,5,21,1,automation,Science,China-Wuhan,China,,Advanced multipola,multicultu,other,0,0,0,0,0,0,0,0,0.8320000000000001,1.4,1.116,0.04766419460156,0.107173178889911,2.61280428054673,3,0.258925411794167,0.276793295,0.90320107,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.183109483109483,0,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN118,China,China         _Wuhan,1,200,6000,1,90,80,80,4000,8,200,40,50,29.12,120,1,2,2,3,2,2,2,2,2,4,3,3,4,2,2,1,4,2,4,4,26,1,automation,Science,China-Ningxia,China,,,"NA",other,0,0,0,0,0,0,0,0,1.1648,1.2,1.1824,0.0727644210507505,0.459232802961085,0.370583224240564,1,0.505965854614923,0.729616401,0.685291612,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.0814611314611315,-0.166666666666667,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN119,China,China         _Wuhan,1,140,400,1,60,40,80,4000,20,100,40,60,24.96,100,2,2,3,1,2,4,3,4,4,3,3,4,4,4,2,3,4,3,5,2,21,1,automation,Science,China-Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,0.9984000000000001,1,0.9992000000000001,-3.4757463392086e-4,0.123722576247909,0.245859102230175,0.4,0.148698354997035,0.802658983,0.889899359,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.116961741961742,-0.0833333333333333,1,NA,1,1,NA,1
NA,Peking,CN12,China,China         _Peking,1,1000,10000,0,20,10,10,100,2,20,40,50,62.4,200,3,2,2,3,3,4,4,4,4,5,3,3,4,4,3,3,4,4,3,4,22,0,Statistics,Eco,China-Harbin,China,China,,China,Asia,0,0,0,0,0,0,1,0,2.496,2,2.248,0.351796306897024,0.291549665014884,6.74263682681127,9,0.584893192461113,0.129154967,0.774263683,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.867073667073667,-0.166666666666667,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN120,China,China         _Wuhan,1,2000,200000,0,1,2,10,10,0.2,2,20,40,104,200,1,2,2,1,3,4,4,2,2,2,3,3,2,2,2,1,4,1,2,4,21,1,automation,Science,China-Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,4.16,2,3.08,0.488550716500444,0.668100537200059,10.9896850063788,19,1.13846919998238,0.083405027,0.59948425,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.969094424094424,-0.458333333333333,NA,1,0,NA,1,0
2008-03-20,Wuhan,CN121,China,China         _Wuhan,0,400,2000,0,30,20,100,200,0,10,10,20,124.8,1000,2,2,3,2,4,3,2,5,3,2,3,4,5,2,2,4,4,4,5,2,21,1,automation,Science,China-Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,4.992,10,7.496,0.874829577879722,0.195813174500402,2.34500412380149,3,0.349282847673563,0.298953294,0.836251031,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.691814204314204,-0.729166666666667,NA,1,0,1,NA,1
2008-03-20,Wuhan,CN122,China,China         _Wuhan,0,200,200000,0,10,10,10,10,0,10,20,40,208,600,1,2,2,2,1,4,5,3,3,3,3,NA,NA,2,4,1,3,2,3,3,20,1,automation,Science,China-Anhui,China,,,"NA",other,0,0,0,0,0,0,0,0,8.32,6,7.16,0.854913022307856,1.15443469003188,-0.0716822332774442,1,1.13846919998238,1.077217345,0.464158883,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.928166463166463,-0.458333333333333,NA,1,0,1,NA,1
2008-03-20,Wuhan,CN123,China,China         _Wuhan,1,600,20000,0,10,0,20,200,10,20,60,50,24.96,100,2,3,4,4,1,3,3,3,4,5,NA,NA,NA,4,2,2,3,2,1,3,19,1,automation,Science,China-Shaanxi,China,,,"NA",other,0,0,0,0,0,0,0,0,0.9984000000000001,1,0.9992000000000001,-3.4757463392086e-4,0.47641602193981,3.06389521031939,5,0.698646464634247,0.246069337,0.677315868,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.758536833536834,0.0416666666666667,NA,1,0,1,NA,1
2008-03-20,Wuhan,CN124,China,China         _Wuhan,1,400,40000,0,20,20,20,200,20,20,20,20,24.96,200,2,4,2,4,3,3,5,3,2,3,4,3,4,1,2,4,4,5,4,3,20,1,automation,Science,China-Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,0.9984000000000001,2,1.4992,0.175859573543703,0.668100537200059,1.39793700127576,3,0.82056420302608,0.417025134,0.59948425,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.517999592999593,-0.625,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN125,China,China         _Wuhan,0,2000,200000,0,200,100,200,2000,10,100,20,30,24.96,200,3,4,3,1,2,2,1,4,3,2,3,2,4,2,3,1,4,5,3,1,21,1,automation,Science,China-Wuhan,China,,,"NA",other,0,0,0,0,0,0,0,0,0.9984000000000001,2,1.4992,0.175859573543703,0.668100537200059,10.9896850063788,19,1.13846919998238,0.083405027,0.59948425,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,-0.306115181115181,-0.541666666666667,NA,1,0,NA,1,0
2008-03-20,Wuhan,CN126,China,China         _Wuhan,0,400,4000,0,200,200,200,2000,200,400,200,600,104,400,2,2,2,1,2,2,1,4,2,3,3,4,4,2,4,1,4,4,2,3,21,1,automation,Science,Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,4.16,4,4.08,0.61066016308988,0.291549665014884,2.09705473072451,3,0.446125549591925,0.322887416,0.774263683,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,-3.95889295889296,6.08333333333333,NA,1,0,NA,1,0
2008-03-20,Wuhan,CN127,China,China         _Wuhan,1,400,40000,0,100,100,20,400,0,200,120,100,24.96,100,2,2,3,2,3,3,3,3,3,3,3,2,3,2,2,2,2,2,3,3,20,1,automation,Science,Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,0.9984000000000001,1,0.9992000000000001,-3.4757463392086e-4,0.668100537200059,1.39793700127576,3,0.82056420302608,0.417025134,0.59948425,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.352035002035002,1.08333333333333,NA,1,0,NA,1,0
2008-03-20,Wuhan,CN128,China,China         _Wuhan,1,600,20000,1,100,40,100,1000,10,200,20,20,24.96,140,2,2,1,2,3,4,2,3,3,2,3,4,4,2,2,1,4,3,3,4,25,1,automation,Science,China-Shandon,China,,,"NA",other,0,0,0,0,0,0,0,0,0.9984000000000001,1.4,1.1992,0.0788916198402231,0.47641602193981,3.06389521031939,5,0.698646464634247,0.246069337,0.677315868,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.187220187220187,-0.625,NA,1,0,1,NA,1
2008-03-20,Wuhan,CN129,China,China         _Wuhan,1,1200,120000,0,200,100,120,20,0,40,40,20,49.92,200,2,3,2,3,2,3,3,2,3,3,3,4,4,2,2,3,4,1,4,4,20,1,automation,Science,China-Jiangsu,China,,,"NA",other,0,0,0,0,0,0,0,0,1.9968000000000001,2,1.9984000000000002,0.30068242103006,0.668100537200059,6.19381100382729,11,1.03197389681397,0.139008378,0.59948425,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.1053663003663,-0.416666666666667,NA,1,0,NA,1,0
NA,Peking,CN13,China,China         _Peking,0,110,200,1,92,62,92,400,10,240,40,42,27.04,102,2,3,1,4,1,5,3,4,4,4,4,5,5,3,4,4,4,4,4,3,26,0,Statistics,Eco,China-Hubei,China,China,,China,Asia,0,0,0,0,0,0,1,0,1.0816,1.02,1.0508,0.0215200641140327,0.0686822350071037,0.0293050300332616,0.1,0.0717734625362931,0.971529305,0.935731845,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.144464794464794,-0.233333333333333,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN130,China,China         _Wuhan,0,100,100,0,26,26,26,26,26,26,26,26,183.04,176,1,3,1,2,1,3,1,1,1,3,4,4,4,2,2,1,4,4,3,1,22,1,automation,Science,China-Guizhou,China,,,"NA",other,0,0,0,0,0,0,0,0,7.3216,1.76,4.5408,0.65713237377738,0,0,0,0,1,1,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.379899470899471,-0.5125,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN131,China,China         _Wuhan,0,1000,100000,1,2,0,2,4,0,4,20,20,49.92,400,2,3,3,3,2,3,3,2,3,3,3,4,4,2,2,4,4,2,4,4,20,1,automation,Science,China-Wuhan,China,,,"NA",other,0,0,0,0,0,0,0,0,1.9968000000000001,4,2.9984,0.476889569207684,0.668100537200059,4.99484250318941,9,0.99526231496888,0.166810054,0.59948425,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.989744403744404,-0.625,NA,1,0,NA,1,0
2008-03-20,Wuhan,CN132,China,China         _Wuhan,0,2000,20000,0,10,2,6,200,0,20,40,20,24.96,200,2,3,3,1,3,4,3,4,3,4,3,4,3,2,2,3,4,4,4,4,22,1,automation,Science,China-Shandon,China,,,"NA",other,0,0,0,0,0,0,0,0,0.9984000000000001,2,1.4992,0.175859573543703,0.291549665014884,14.4852736536225,19,0.698646464634247,0.064577483,0.774263683,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.945573870573871,-0.416666666666667,NA,1,0,1,NA,1
2008-03-20,Wuhan,CN133,China,China         _Wuhan,1,400,398,1,80,20,80,2000,0,100,40,50,24.96,400,2,2,2,3,1,3,3,2,3,4,4,3,4,2,4,5,NA,4,2,2,20,1,automation,Science,China-Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,0.9984000000000001,4,2.4992,0.397801012197206,-5.5679402414921e-4,3.00222841686579,3,0.148122709426757,0.249860801,1.000557104,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.52477614977615,-0.166666666666667,NA,1,0,1,NA,1
2008-03-20,Wuhan,CN134,China,China         _Wuhan,1,2000,40000,1,10,20,80,400,4,100,10,12,49.92,200,1,1,2,2,2,3,2,3,2,4,3,3,3,2,2,2,3,2,2,3,20,1,automation,Science,China-Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,1.9968000000000001,2,1.9984000000000002,0.30068242103006,0.394950793962421,13.3374232887377,19,0.82056420302608,0.06974754,0.716871164,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.630759055759056,-0.795833333333333,NA,1,0,1,NA,1
2008-03-20,Wuhan,CN135,China,China         _Wuhan,0,100,100,0,90,60,90,100,10,20,48,60,49.92,200,3,2,2,1,3,3,3,3,2,2,3,3,4,3,2,3,3,2,2,3,NA,1,automation,Science,China,China,,,"NA",other,0,0,0,0,0,0,0,0,1.9968000000000001,2,1.9984000000000002,0.30068242103006,0,0,0,0,1,1,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.318498168498168,0,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN136,China,China         _Wuhan,1,200,2000,0,80,60,70,600,16,240,40,50,41.6,160,2,3,3,3,2,4,2,3,3,3,3,3,4,3,2,2,3,3,4,4,20,1,automation,Science,China-Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,1.6640000000000001,1.6,1.6320000000000001,0.212720154417842,0.291549665014884,0.548527365362254,1,0.349282847673563,0.645774833,0.774263683,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.107183557183557,-0.166666666666667,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN138,China,China         _Wuhan,0,2000,2000000,1,10,0,40,20,0,20,20,20,208,2000,3,2,2,3,1,2,1,3,3,4,4,4,5,2,2,3,3,2,4,3,20,0,automation,Science,Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,8.32,20,14.16,1.15106325335375,1.15443469003188,8.28317766722556,19,1.69217321819696,0.107721735,0.464158883,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.893166463166463,-0.625,NA,1,0,1,NA,1
2008-03-20,Wuhan,CN139,China,China         _Wuhan,1,2000,2000000,0,10,4,2,0,0,2,10,10,2496,1000,1,3,2,3,2,2,3,2,2,2,3,2,4,2,3,4,4,2,4,4,19,0,automation,Science,Jilin,China,,,"NA",other,0,0,0,0,0,0,0,0,99.84,10,54.92,1.73973052856472,1.15443469003188,8.28317766722556,19,1.69217321819696,0.107721735,0.464158883,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.965481277981278,-0.8125,NA,1,0,1,NA,1
NA,Peking,CN14,China,China         _Peking,1,400,1000,0,30,10,20,200,10,30,20,30,49.92,160,2,2,1,1,2,4,3,2,3,4,3,2,4,3,2,1,4,3,4,4,27,0,Statistics,Eco,China-Hebei,China,China,,China,Asia,0,0,0,0,0,0,1,0,1.9968000000000001,1.6,1.7984,0.254886293888967,0.107173178889911,2.61280428054673,3,0.258925411794167,0.276793295,0.90320107,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.687184574684575,-0.541666666666667,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN140,China,China         _Wuhan,1,1200,200000,0,4,2,4,20,2,10,10,10,2080,10000,1,2,1,2,1,2,2,2,2,3,3,1,3,3,2,3,4,4,5,4,20,0,automation,Science,Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,83.2,100,91.6,1.96189547366785,0.765517730079099,5.79687311860775,11,1.13846919998238,0.147126478,0.566406093,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.938877696377696,-0.8125,NA,1,0,NA,1,0
2008-03-20,Wuhan,CN141,China,China         _Wuhan,1,100,100,0,100,100,100,2000,0,100,0,0,24.96,200,3,2,2,2,2,3,3,3,3,4,3,1,3,1,4,3,3,4,4,4,22,0,automation,Science,Helongjiang,China,,,"NA",other,0,0,0,0,0,0,0,0,0.9984000000000001,2,1.4992,0.175859573543703,0,0,0,0,1,1,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.228886853886854,-1,NA,1,0,1,NA,1
2008-03-20,Wuhan,CN142,China,China         _Wuhan,0,200,2000,0,20,40,40,2000,20,400,80,100,24.96,200,3,2,1,3,1,3,3,4,3,4,3,1,2,2,2,1,4,2,4,3,20,1,automation,Science,China-Tianjin,China,,,"NA",other,0,0,0,0,0,0,0,0,0.9984000000000001,2,1.4992,0.175859573543703,0.291549665014884,0.548527365362254,1,0.349282847673563,0.645774833,0.774263683,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.111518111518112,0.666666666666667,NA,1,0,1,NA,1
2008-03-20,Wuhan,CN143,China,China         _Wuhan,1,1000,200000,1,20,20,40,200,40,50,2,2,24.96,100,2,1,2,2,2,3,2,3,3,3,3,3,4,2,2,1,4,1,3,4,22,1,automation,Science,China-Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,0.9984000000000001,1,0.9992000000000001,-3.4757463392086e-4,0.801648230654411,4.55047307784812,9,1.13846919998238,0.180164823,0.555047308,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.126795889295889,-0.9625,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN144,China,China         _Wuhan,0,1000,10000,1,80,60,80,4000,20,200,40,60,31.2,120,5,5,3,4,2,1,2,1,2,4,2,1,4,2,3,2,4,2,3,4,21,1,automation,Science,China-Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,1.248,1.2,1.224,0.0877814178095424,0.291549665014884,6.74263682681127,9,0.584893192461113,0.129154967,0.774263683,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,-0.0446682946682947,-0.0833333333333333,1,NA,1,1,NA,1
